;title;author;published_date;published_date_precision;link;clean_url;excerpt;summary;rights;rank;topic;country;language;authors;media;is_opinion;twitter_account;_score;_id;used_params
25;Peter Schiff Admits That He Regrets Not Buying Bitcoin;Adrian Zmudzinski;2021-08-20 17:04:03;full;https://www.benzinga.com/markets/cryptocurrency/21/08/22597349/peter-schiff-admits-that-he-regrets-not-buying-bitcoin;benzinga.com;Famous long time Bitcoin (CRYPTO: BTC) critic and gold proponent Peter Schiff admitted that he regrets not b...;"Famous long time Bitcoin (CRYPTO: BTC) critic and gold proponent Peter Schiff admitted that he regrets not buying the world's first cryptocurrency.
What Happened: During a podcast episode published on Thursday, Schiff said that if he could ""go back in time,"" one of the things that he would do differently would be buying Bitcoin. On the other hand, he said that if he, in fact, did buy Bitcoin, then he would have had no way to know when he would have decided to sell it.
Why It Matters: Despite reg";benzinga.com;2282;news;US;en;['Adrian Zmudzinski'];https://cdn2.benzinga.com/files/imagecache/og_image_social_share_1200x630/images/story/2012/gold_1.jpeg?width=720;False;@benzinga;24.904297;c767b251f503f3b1622e1d7bc0256c93;{'q': 'Bitcoin AND Ethereum AND Dogecoin', 'lang': 'en', 'to_rank': 10000, 'page_size': 100, 'page': 1}
26;Second-Largest Mortgage Lender in US Expects to Accept Bitcoin by Year's End: CEO;Business Insider;2021-08-18 11:04:28;full;https://flipboard.com/article/second-largest-mortgage-lender-in-us-expects-to-accept-bitcoin-by-year-s-end-ce/f-1a12d535d0%2Fdecrypt.co;flipboard.com;decrypt.co - United Wholesale Mortgage aims to become the first American mortgage lender to accept cryptocurrency payments. United Wholesale Mortgage (UWM), …;bitcoinist.com - Best Owie • 2h Nigel Green, CEO of one of the world's leading financial institutions, has predicted that Ethereum will exceed Bitcoin in the long term. The CEO who … Business Insider - James Faris • 1hBitcoin (BTC) will hit $100,000 in 2022 and Ethereum will reach $5,000, predicts Lyn Alden, founder of Lyn Alden Investment Strategy. But the cryptocurrency bull issued a warning to would-be crypto investors... ambcrypto.com - Shubham Pandey • 2h Bitcoin, the world's leading crypto;flipboard.com;1282;news;unknown;en;['Business Insider', 'Brad Fincken', 'Lee Stogner'];https://ic-cdn.flipboard.com/decrypt.co/426a4956a98d84a6cf2e858cd6013cb6d13f469d/_medium.jpeg;False;@flipboard;24.841286;65c2c1ccc2c50fbcfa4394b4489d1d09;{'q': 'Bitcoin AND Ethereum AND Dogecoin', 'lang': 'en', 'to_rank': 10000, 'page_size': 100, 'page': 1}
27;Bitcoin Rises Back Above $50K As PayPal UK News Gives It a Lift;Vance Cariaga;2021-08-23 13:30:58;full;https://www.gobankingrates.com/investing/crypto/bitcoin-back-above-50-paypal-uk-news-gives-lift/;gobankingrates.com;Ethereum and Dogecoin took the upward climb too.;"Bitcoin's manic roller coaster ride continued over the weekend as the world's biggest cryptocurrency pushed about $50,000 for the first time since mid-May, less than a week after dropping below $30,000.
See: Starbucks, Best Buy and More: Using the Bakkt App To Pay With Bitcoin
Find: AMC To Accept Bitcoin by Year's End, but Some Experts Aren't Sold on the Concept
As CNN Business reported early Monday, Bitcoin was joined on its upward climb by Ethereum, which gained more than 3%; and Dogecoin, whi";gobankingrates.com;8201;news;unknown;en;['Vance Cariaga', 'About The Author'];https://cdn.gobankingrates.com/wp-content/uploads/2019/07/bitcoin-cryptocurrency-iStock-879153690.jpg;False;;24.804386;a325d27d6d9220a658570d7a0d4e19cc;{'q': 'Bitcoin AND Ethereum AND Dogecoin', 'lang': 'en', 'to_rank': 10000, 'page_size': 100, 'page': 1}
28;Cryptocurrency prices today fall. Check latest rates of Bitcoin, ether, dogecoin;Livemint;2021-08-25 02:50:18;full;https://www.livemint.com/market/cryptocurrency/cryptocurrency-prices-today-fall-check-latest-rates-of-bitcoin-ether-dogecoin-other-cryptos-11629858322093.html;livemint.com;Bitcoin prices are up 65% this year (year-to-date), though, well below its record of around $65,000 in April;"Premiumcryptocurrency Ethereum representation is seen among representations of other cryptocurrencies in this picture illustration 1 min read . 08:21 AM IST
Livemint Bitcoin prices are up 65% this year (year-to-date), though, well below its record of around $65,000 in April
 In cryptocurrencies, Bitcoin prices today were trading below $49,000 mark. The world's largest crypto broke above $50,000 level on Monday for the first time since mid-May as crypto prices continued an ongoing recovery from a";livemint.com;1738;news;IN;en;['Livemint'];https://images.livemint.com/img/2021/08/25/600x338/2021-06-14T212550Z_2_LYNXNPEH5D15Z_RTROPTP_3_CRYPTO-CURRENCIES_1623943371723_1629858761030.JPG;False;@mint;24.748877;f6afd161f95f034b7020de0cb7ff1e45;{'q': 'Bitcoin AND Ethereum AND Dogecoin', 'lang': 'en', 'to_rank': 10000, 'page_size': 100, 'page': 1}
29;Bitcoin price slips below $45,000;Ken Martin;2021-08-19 05:31:28;full;https://www.foxbusiness.com/markets/bitcoin-price-8-19-2021;foxbusiness.com;;"The price of Bitcoin was lower by more than 1% Thursday morning as cryptocurrencies declined.

The price was around $44,300 per coin, while rivals Ethereum and Dogecoin were trading around $2,980 and 29 cents per coin, respectively, according to Coindesk.

GET FOX BUSINESS ON THE GO BY CLICKING HERE

Robinhood is bracing for a slowdown despite reporting strong second quarter revenue on Wednesday.

Shares of Robinhood fell more than 9% in after-hours trading following the earnings results.

The c";foxbusiness.com;943;news;US;en;['Ken Martin'];https://a57.foxnews.com/static.foxbusiness.com/foxbusiness.com/content/uploads/2020/12/0/0/Bitcoin-Gold.jpg?ve=1&tl=1;False;@FoxBusiness;24.697498;da598add1983b985b892178b8e83a0bb;{'q': 'Bitcoin AND Ethereum AND Dogecoin', 'lang': 'en', 'to_rank': 10000, 'page_size': 100, 'page': 1}
30;"Cryptocurrency prices today: Bitcoin down 2%; Ethereum, Dogecoin & Stellar fall up to 3.5%";;2021-08-24 05:00:00;timezone unknown;https://www.businesstoday.in/crypto/story/cryptocurrency-prices-bitcoin-price-ethereum-dogecoin-stellar-fall-305041-2021-08-24;businesstoday.in;On Coinmarketcap, the price of bitcoin fell 1.86% to $49,259. Market cap of the cryptocurrency slipped to $926.156 billion;BusinessToday.In Aug 24, 2021, Updated Aug 24, 2021, 10:13 AM IST World's largest traded cryptocurrency bitcoin fell nearly 2% today a day after it crossed the $50,000 mark since three months. On Coinmarketcap, the price of bitcoin fell 1.86% to $49,259. Market cap of the cryptocurrency slipped  to $926.156 billion. Bitcoin has risen 69.51% since the beginning of this year. Currently, the global crypto market cap stands at $2.14 trillion, 0.80% lower over the last day. Other cryptocurrencies wer;businesstoday.in;5767;news;IN;en;[];https://akm-img-a-in.tosshub.com/businesstoday/images/story/202108/bitcoin_1200_jpeg_6-sixteen_nine.jpg;False;@BusinessToday;24.589142;ef216ad7aaec60bc418ee62c4b4a93e0;{'q': 'Bitcoin AND Ethereum AND Dogecoin', 'lang': 'en', 'to_rank': 10000, 'page_size': 100, 'page': 1}
31;Robinhood Says Dogecoin Accounted for 62 Percent of It Q2 Revenue;;2021-08-20 09:46:57;full;https://gadgets.ndtv.com/cryptocurrency/news/dogecoin-price-robinhood-q2-2021-revenue-cryptocurrency-vlad-tenev-elon-musk-2514867;ndtv.com;Robinhood's Q2 surge coincided with a barrage of tweets by Musk against Bitcoin and in support of Dogecoin.;Dogecoin accounted for nearly 62 percent of the commission-free cryptocurrency trading app Robinhood's revenue of $233 million (roughly Rs. 1,730 crores) in the second quarter. In its earnings report to US authorities, Robinhood, which last month launched its IPO, highlighted a significant increase in its crypto revenue in Q2 2021 when compared to the same period last year — from $5 million (roughly Rs. 37.2 crores) to $233 million. Dogecoin has gained wide publicity after tech tycoon Elon Musk ;google.com;895;news;IN;en;[];https://i.gadgets360cdn.com/large/robinhood_reuters_1612331141202.jpg;False;@Gadgets360;24.490177;24692919e749678d61ee8e5b59ffc16d;{'q': 'Bitcoin AND Ethereum AND Dogecoin', 'lang': 'en', 'to_rank': 10000, 'page_size': 100, 'page': 1}
32;Dogecoin accounts for 25.6 percent of Robinhood's second quarter revenue;Will Feuer Social Links for Will Feuer View Author Archive Get author RSS feed;2021-08-19 16:07:29;full;https://nypost.com/2021/08/19/dogecoin-accounts-for-25-6-percent-of-robinhoods-q2-revenue/;nypost.com;Dogecoin, which got its start as a joke, accounted for a whopping 25.6 percent of commission-free trading app Robinhood's revenue in the second quarter.;"The meme-inspired cryptocurrency Dogecoin, which got its start as a joke, accounted for a whopping 25.6 percent of commission-free trading app Robinhood's revenue in the second quarter, giving the company a major boost in its first earnings report since going public last month.



In its second-quarter earnings report, the company said it made over $565 million in revenue for the quarter, more than doubling from a year ago, largely thanks to a surge in interest in cryptocurrencies. 



The compa";nypost.com;356;news;US;en;['Will Feuer'];https://nypost.com/wp-content/uploads/sites/2/2021/08/dogecoin-robinhood-app-01.jpg?quality=90&strip=all&w=1024;False;@nypost;24.452948;831d3aff1879fb9f46c3435d35ac8b6f;{'q': 'Bitcoin AND Ethereum AND Dogecoin', 'lang': 'en', 'to_rank': 10000, 'page_size': 100, 'page': 1}
33;1 Smart Way to Invest in Dogecoin Without Buying Cryptocurrency;newsfeedback@fool.com (Trevor Jennewine);2021-08-22 12:36:00;full;https://www.fool.com/investing/2021/08/22/smart-way-invest-in-dogecoin-without-buying-crypto/?source=iedfolrf0000001;fool.com;Dogecoin's price is starting to climb: Here's one strategy that could help investors capitalize on that trend.;"Dogecoin (CRYPTO:DOGE) investors have been on a wild ride this year. Between January and May, its price skyrocketed over 15,000% to a little over $0.74, only to lose more than half of its value just weeks later. But as of this writing, Dogecoin is still up about 6,700% year to date, and the price has been climbing consistently over the past month.

Investors may see this as an opportunity -- perhaps the Shiba Inu is finally back on track to reach the moon! But before you make any decisions, it's";Copyright 1995-2021 The Motley Fool. All rights reserved.;781;finance;unknown;en;['Trevor Jennewine'];https://g.foolcdn.com/editorial/images/640062/digital-currency-2.jpg;False;@themotleyfool;24.399443;a3113b57ed461668d6a1166b978f74ba;{'q': 'Bitcoin AND Ethereum AND Dogecoin', 'lang': 'en', 'to_rank': 10000, 'page_size': 100, 'page': 1}
34;How to Avoid This Common Cryptocurrency Investing Mistake;Rob Curran;2021-08-20 15:44:32;full;https://money.com/cryptocurrency-dogecoin-bitcoin-unit-bias/;money.com;Picking a cryptocurrency based on the price of a single coin can seem intuitive, but experts say you should resist the impulse.;There's something more satisfying about having a single dollar in your pocket than a dollar's worth of loose change. Experts say the same intuition applies to cryptocurrency — and it could be getting some investors in trouble. It's a psychological impulse for the whole over the fractional known as 'unit bias.' Unit bias was first invoked when researchers discovered that diners were satisfied after a full plate of food, no matter what size the plate. But the instinct seems to also apply in the di;money.com;5556;news;unknown;en;['Rob Curran'];https://img.money.com/2021/08/Investing-Crypto-Common-Mistake.jpg?quality=85;False;@Money;24.379265;2edac032831d665de6d0612638a29ff3;{'q': 'Bitcoin AND Ethereum AND Dogecoin', 'lang': 'en', 'to_rank': 10000, 'page_size': 100, 'page': 1}
35;Dogecoin Can Now Help Rescue All The Good Bois As PAWS Chicago Begins Accepting Crypto Donations;Shivdeep Dhaliwal;2021-08-25 02:00:32;full;https://www.benzinga.com/markets/cryptocurrency/21/08/22648634/dogecoin-can-now-help-rescue-all-the-good-bois-as-paws-chicago-begins-accepting-crypto-don;benzinga.com;'Dogenations' or donations denominated in Dogecoin (CRYPTO: DOGE) can now be made to PAWS Chicago, an...;"'Dogenations' or donations denominated in Dogecoin (CRYPTO: DOGE) can now be made to PAWS Chicago, an organization centered around building No Kill animal communities in Chicago and elsewhere.
What Happened: PAWS Chicago NOW accepts DOGE, Bitcoin (CRYPTO: BTC), Ethereum (CRYPTO: ETH), and 'many other cryptocurrencies,' as per its website.
See Also: How To Buy Dogecoin (DOGE)
The organization is partnering on a pro-bono campaign with Leo Burnett, a creative advertising agency, as per a statement.";benzinga.com;2282;finance;US;en;['Shivdeep Dhaliwal'];https://cdn2.benzinga.com/files/imagecache/og_image_social_share_1200x630/images/story/2012/camilo-fierro-z7rcwqci77s-unsplash.jpg?width=720;False;@benzinga;24.34174;62cea235408dc4ee6f2a7986187f143e;{'q': 'Bitcoin AND Ethereum AND Dogecoin', 'lang': 'en', 'to_rank': 10000, 'page_size': 100, 'page': 1}
36;Bitcoin, Ethereum, Dogecoin Rise But Cardano's Rise Eclipses Gains Of Major Cryptos;Shivdeep Dhaliwal;2021-08-20 03:48:36;full;https://www.benzinga.com/markets/cryptocurrency/21/08/22589828/bitcoin-ethereum-dogecoin-rise-but-cardanos-rise-eclipses-gains-of-major-cryptos;benzinga.com;Major cryptocurrencies traded higher in the late hours of Thursday, as the global cryptocurrency market cap rose 6.62% to $2.03 trillion.;"Major cryptocurrencies traded higher in the late hours of Thursday, as the global cryptocurrency market cap rose 6.62% to $2.03 trillion.
What Happened: Cardano (CRYPTO: ADA) shot up 13.97% to $2.39 over 24 hours at press time. Over a week, ADA traded 21.23% higher.
See Also: How To Buy Cardano (ADA)
The apex cryptocurrency, Bitcoin (CRYPTO: BTC), traded 6.17% higher at $47.029.53 over 24 hours. Over a seven-day period, BTC rose 3.89%.
Ethereum (CRYPTO: ETH) traded 7.97% higher at $3,217.44 over";benzinga.com;2282;finance;US;en;['Shivdeep Dhaliwal'];https://cdn2.benzinga.com/files/imagecache/og_image_social_share_1200x630/images/story/2012/executium-rqorx1pff7k-unsplash.jpg?width=720;False;@benzinga;24.30998;76e341459157ffd7c5436540a68c283f;{'q': 'Bitcoin AND Ethereum AND Dogecoin', 'lang': 'en', 'to_rank': 10000, 'page_size': 100, 'page': 1}
37;Dogecoin Alone Accounted For 62% Of Crypto Revenue For Robinhood In Q2;Madhukumar Warrier;2021-08-19 10:46:14;full;https://www.benzinga.com/markets/cryptocurrency/21/08/22569578/dogecoin-alone-accounted-for-62-of-crypto-revenue-for-robinhood-in-q2;benzinga.com;Online brokerage Robinhood Markets Inc. (NASDAQ:HOOD) said...;"Online brokerage Robinhood Markets Inc. (NASDAQ:HOOD) said that meme cryptocurrency Dogecoin (CRYPTO: DOGE) accounted for 62% of its cryptocurrency transaction-based revenue in the second quarter.
What Happened: Robinhood, which announced its first earnings results as a public company on Wednesday, said that second-quarter revenue from cryptocurrencies soared to $233 million from $5 million in the year-ago period and accounted for almost 52% of the company's transaction-based revenues.
62% of Ro";benzinga.com;2282;finance;US;en;['Madhukumar Warrier'];https://cdn2.benzinga.com/files/imagecache/og_image_social_share_1200x630/images/story/2012/us_product_invest_overview_2.png?width=720;False;@benzinga;24.148289;435720f9bac9f782fda280971fa12857;{'q': 'Bitcoin AND Ethereum AND Dogecoin', 'lang': 'en', 'to_rank': 10000, 'page_size': 100, 'page': 1}
38;Cryptocurrency prices today: Bitcoin trades below $50,000, ether gains, dogecoin dips;Livemint;2021-08-24 02:28:42;full;https://www.livemint.com/market/cryptocurrency/cryptocurrency-prices-today-bitcoin-trades-below-50-000-ether-cardano-gain-dogecoin-dips-latest-crypto-rates-11629770476910.html;livemint.com;Bitcoin prices have now risen more than 70 percent from the six-month lows below $29,000 touched in June;"Livemint wants to start sending you push notifications. Click allow to subscribe Premiumcryptocurrencies representation is seen in this picture illustration 1 min read . 07:59 AM IST
Livemint Bitcoin prices have now risen more than 70 percent from the six-month lows below $29,000 touched in June
 Bitcoin prices today were trading below $50,000 after rising back above the crucial level on Monday for the first time since mid-May as the world's most popular virtual unit jumped to $50,495 in the las";livemint.com;1738;news;IN;en;['Livemint'];https://images.livemint.com/img/2021/08/24/600x338/2021-06-22T001032Z_1_LYNXNPEH5L008_RTROPTP_3_CRYPTOCURRENCY-ITALY-CONSOB_1624937020022_1629770835222.JPG;False;@mint;24.121807;78c8e5ff2c672213dfb8146d697dc3d8;{'q': 'Bitcoin AND Ethereum AND Dogecoin', 'lang': 'en', 'to_rank': 10000, 'page_size': 100, 'page': 1}
